timestamp_utc,timestamp_ph,segment_id,label,axis,duration_typical_s,duration_traffic_s,tti,distance_m,expected_distance_m,distance_check,speed_kmh,low_traffic_data
2026-09-03T22:33:30.523Z,2026-09-04 06:33:30 PHT,I4_EW,"Calvary Rd. crossing at I4 (west to east)",EW_cross,72,59,0.819,305,,N/A,18.6,
2026-09-03T22:45:32.738Z,2026-09-04 06:45:32 PHT,I4_EW,"Calvary Rd. crossing at I4 (west to east)",EW_cross,72,60,0.833,305,,N/A,18.3,
2026-09-03T23:00:46.497Z,2026-09-04 07:00:46 PHT,I4_EW,"Calvary Rd. crossing at I4 (west to east)",EW_cross,72,60,0.833,305,,N/A,18.3,
2026-09-03T23:15:42.500Z,2026-09-04 07:15:42 PHT,I4_EW,"Calvary Rd. crossing at I4 (west to east)",EW_cross,72,61,0.847,305,,N/A,18.0,
2026-09-03T23:31:06.212Z,2026-09-04 07:31:06 PHT,I4_EW,"Calvary Rd. crossing at I4 (west to east)",EW_cross,72,60,0.833,305,,N/A,18.3,
2026-09-03T23:45:32.993Z,2026-09-04 07:45:32 PHT,I4_EW,"Calvary Rd. crossing at I4 (west to east)",EW_cross,72,69,0.958,305,,N/A,15.9,
2026-09-03T23:57:26.087Z,2026-09-04 07:57:26 PHT,I4_EW,"Calvary Rd. crossing at I4 (west to east)",EW_cross,72,62,0.861,305,,N/A,17.7,
2026-09-04T08:33:35.418Z,2026-09-04 16:33:35 PHT,I4_EW,"Calvary Rd. crossing at I4 (west to east)",EW_cross,72,64,0.889,305,,N/A,17.2,
2026-09-04T09:02:41.066Z,2026-09-04 17:02:41 PHT,I4_EW,"Calvary Rd. crossing at I4 (west to east)",EW_cross,72,62,0.861,305,,N/A,17.7,
2026-09-04T09:29:13.797Z,2026-09-04 17:29:13 PHT,I4_EW,"Calvary Rd. crossing at I4 (west to east)",EW_cross,72,67,0.931,305,,N/A,16.4,
2026-09-04T09:29:40.779Z,2026-09-04 17:29:40 PHT,I4_EW,"Calvary Rd. crossing at I4 (west to east)",EW_cross,72,62,0.861,305,,N/A,17.7,
