timestamp_utc,timestamp_ph,segment_id,label,axis,duration_typical_s,duration_traffic_s,tti,distance_m,expected_distance_m,distance_check,speed_kmh,low_traffic_data
2026-09-03T22:33:28.867Z,2026-09-04 06:33:28 PHT,I3_I2_NB,"I3->I2 northbound (Cases/Asprer to Grotto/Tabora)",NS_highway,27,25,0.926,134,136,OK,19.3,
2026-09-03T22:45:31.393Z,2026-09-04 06:45:31 PHT,I3_I2_NB,"I3->I2 northbound (Cases/Asprer to Grotto/Tabora)",NS_highway,27,25,0.926,134,136,OK,19.3,
2026-09-03T23:00:45.077Z,2026-09-04 07:00:45 PHT,I3_I2_NB,"I3->I2 northbound (Cases/Asprer to Grotto/Tabora)",NS_highway,27,33,1.222,134,136,OK,14.6,
2026-09-03T23:15:41.732Z,2026-09-04 07:15:41 PHT,I3_I2_NB,"I3->I2 northbound (Cases/Asprer to Grotto/Tabora)",NS_highway,27,32,1.185,134,136,OK,15.1,
2026-09-03T23:31:04.779Z,2026-09-04 07:31:04 PHT,I3_I2_NB,"I3->I2 northbound (Cases/Asprer to Grotto/Tabora)",NS_highway,27,32,1.185,134,136,OK,15.1,
2026-09-03T23:45:31.747Z,2026-09-04 07:45:31 PHT,I3_I2_NB,"I3->I2 northbound (Cases/Asprer to Grotto/Tabora)",NS_highway,27,27,1.000,134,136,OK,17.9,POSSIBLE
2026-09-03T23:57:24.727Z,2026-09-04 07:57:24 PHT,I3_I2_NB,"I3->I2 northbound (Cases/Asprer to Grotto/Tabora)",NS_highway,27,31,1.148,134,136,OK,15.6,
2026-09-04T08:33:33.965Z,2026-09-04 16:33:33 PHT,I3_I2_NB,"I3->I2 northbound (Cases/Asprer to Grotto/Tabora)",NS_highway,27,40,1.481,134,136,OK,12.1,
