timestamp_utc,timestamp_ph,segment_id,label,axis,duration_typical_s,duration_traffic_s,tti,distance_m,expected_distance_m,distance_check,speed_kmh,low_traffic_data
2026-09-03T22:33:29.215Z,2026-09-04 06:33:29 PHT,I2_EW_WEST PART,"Cases Blvd crossing at I2 (east to west)",NS_highway,45,41,0.911,151,150,OK,13.3,
2026-09-03T22:45:31.644Z,2026-09-04 06:45:31 PHT,I2_EW_WEST PART,"Cases Blvd crossing at I2 (east to west)",NS_highway,45,42,0.933,151,150,OK,12.9,
2026-09-03T23:00:45.311Z,2026-09-04 07:00:45 PHT,I2_EW_WEST PART,"Cases Blvd crossing at I2 (east to west)",NS_highway,45,47,1.044,151,150,OK,11.6,
2026-09-03T23:15:41.857Z,2026-09-04 07:15:41 PHT,I2_EW_WEST PART,"Cases Blvd crossing at I2 (east to west)",NS_highway,45,59,1.311,151,150,OK,9.2,
2026-09-03T23:31:04.982Z,2026-09-04 07:31:04 PHT,I2_EW_WEST PART,"Cases Blvd crossing at I2 (east to west)",NS_highway,45,48,1.067,151,150,OK,11.3,
2026-09-03T23:45:31.958Z,2026-09-04 07:45:31 PHT,I2_EW_WEST PART,"Cases Blvd crossing at I2 (east to west)",NS_highway,45,48,1.067,151,150,OK,11.3,
2026-09-03T23:57:24.885Z,2026-09-04 07:57:24 PHT,I2_EW_WEST PART,"Cases Blvd crossing at I2 (east to west)",NS_highway,45,50,1.111,151,150,OK,10.9,
2026-09-04T08:33:34.206Z,2026-09-04 16:33:34 PHT,I2_EW_WEST PART,"Cases Blvd crossing at I2 (east to west)",NS_highway,45,52,1.156,151,150,OK,10.5,
2026-09-04T09:02:39.662Z,2026-09-04 17:02:39 PHT,I2_EW_WEST PART,"Cases Blvd crossing at I2 (east to west)",NS_highway,45,56,1.244,151,150,OK,9.7,
2026-09-04T09:29:12.555Z,2026-09-04 17:29:12 PHT,I2_EW_WEST PART,"Cases Blvd crossing at I2 (east to west)",NS_highway,45,53,1.178,151,150,OK,10.3,
