timestamp_utc,timestamp_ph,segment_id,label,axis,duration_typical_s,duration_traffic_s,tti,distance_m,expected_distance_m,distance_check,speed_kmh,low_traffic_data
2026-08-05T22:36:17.609Z,2026-08-06 06:36:17 PHT,I4_EW,"Calvary Rd. crossing at I4 (west to east)",EW_cross,76,60,0.789,305,,N/A,18.3,
2026-08-05T22:45:34.367Z,2026-08-06 06:45:34 PHT,I4_EW,"Calvary Rd. crossing at I4 (west to east)",EW_cross,76,61,0.803,305,,N/A,18.0,
2026-08-05T23:00:16.504Z,2026-08-06 07:00:16 PHT,I4_EW,"Calvary Rd. crossing at I4 (west to east)",EW_cross,76,60,0.789,305,,N/A,18.3,
2026-08-05T23:16:13.279Z,2026-08-06 07:16:13 PHT,I4_EW,"Calvary Rd. crossing at I4 (west to east)",EW_cross,76,61,0.803,305,,N/A,18.0,
2026-08-05T23:30:49.846Z,2026-08-06 07:30:49 PHT,I4_EW,"Calvary Rd. crossing at I4 (west to east)",EW_cross,76,62,0.816,305,,N/A,17.7,
2026-08-05T23:45:37.745Z,2026-08-06 07:45:37 PHT,I4_EW,"Calvary Rd. crossing at I4 (west to east)",EW_cross,76,60,0.789,305,,N/A,18.3,
2026-08-05T23:57:11.404Z,2026-08-06 07:57:11 PHT,I4_EW,"Calvary Rd. crossing at I4 (west to east)",EW_cross,76,61,0.803,305,,N/A,18.0,
