timestamp_utc,timestamp_ph,segment_id,label,axis,duration_typical_s,duration_traffic_s,tti,distance_m,expected_distance_m,distance_check,speed_kmh,low_traffic_data
2026-08-01T22:33:20.756Z,2026-08-02 06:33:20 PHT,I2_EW,"Grotto Rd./G. Tabora Rd. crossing at I2 (west to east)",EW_cross,87,97,1.115,302,,N/A,11.2,
2026-08-01T22:47:38.034Z,2026-08-02 06:47:38 PHT,I2_EW,"Grotto Rd./G. Tabora Rd. crossing at I2 (west to east)",EW_cross,87,107,1.230,302,,N/A,10.2,
2026-08-01T23:02:53.237Z,2026-08-02 07:02:53 PHT,I2_EW,"Grotto Rd./G. Tabora Rd. crossing at I2 (west to east)",EW_cross,87,105,1.207,302,,N/A,10.4,
2026-08-01T23:17:03.674Z,2026-08-02 07:17:03 PHT,I2_EW,"Grotto Rd./G. Tabora Rd. crossing at I2 (west to east)",EW_cross,87,122,1.402,302,,N/A,8.9,
2026-08-01T23:32:45.953Z,2026-08-02 07:32:45 PHT,I2_EW,"Grotto Rd./G. Tabora Rd. crossing at I2 (west to east)",EW_cross,87,116,1.333,302,,N/A,9.4,
