timestamp_utc,timestamp_ph,segment_id,label,axis,duration_typical_s,duration_traffic_s,tti,distance_m,expected_distance_m,distance_check,speed_kmh,low_traffic_data
2026-08-25T22:52:09.048Z,2026-08-26 06:52:09 PHT,I2_EW_WEST PART,"Cases Blvd crossing at I2 (east to west)",NS_highway,45,45,1.000,151,150,OK,12.1,POSSIBLE
2026-08-25T23:28:17.708Z,2026-08-26 07:28:17 PHT,I2_EW_WEST PART,"Cases Blvd crossing at I2 (east to west)",NS_highway,45,48,1.067,151,150,OK,11.3,
2026-08-25T23:52:11.677Z,2026-08-26 07:52:11 PHT,I2_EW_WEST PART,"Cases Blvd crossing at I2 (east to west)",NS_highway,45,48,1.067,151,150,OK,11.3,
2026-08-26T09:12:08.669Z,2026-08-26 17:12:08 PHT,I2_EW_WEST PART,"Cases Blvd crossing at I2 (east to west)",NS_highway,45,67,1.489,151,150,OK,8.1,
