timestamp_utc,timestamp_ph,segment_id,label,axis,duration_typical_s,duration_traffic_s,tti,distance_m,expected_distance_m,distance_check,speed_kmh,low_traffic_data
2026-08-31T22:44:22.459Z,2026-09-01 06:44:22 PHT,I3_EW,"Cases Blvd./T. Asprer St. crossing at I3 (west to east)",EW_cross,69,68,0.986,301,,N/A,15.9,
2026-08-31T22:47:01.572Z,2026-09-01 06:47:01 PHT,I3_EW,"Cases Blvd./T. Asprer St. crossing at I3 (west to east)",EW_cross,69,68,0.986,301,,N/A,15.9,
2026-08-31T23:00:32.154Z,2026-09-01 07:00:32 PHT,I3_EW,"Cases Blvd./T. Asprer St. crossing at I3 (west to east)",EW_cross,69,68,0.986,301,,N/A,15.9,
2026-08-31T23:15:31.381Z,2026-09-01 07:15:31 PHT,I3_EW,"Cases Blvd./T. Asprer St. crossing at I3 (west to east)",EW_cross,69,68,0.986,301,,N/A,15.9,
2026-08-31T23:30:20.446Z,2026-09-01 07:30:20 PHT,I3_EW,"Cases Blvd./T. Asprer St. crossing at I3 (west to east)",EW_cross,69,68,0.986,301,,N/A,15.9,
2026-08-31T23:55:36.000Z,2026-09-01 07:55:36 PHT,I3_EW,"Cases Blvd./T. Asprer St. crossing at I3 (west to east)",EW_cross,69,68,0.986,301,,N/A,15.9,
2026-08-31T23:58:43.802Z,2026-09-01 07:58:43 PHT,I3_EW,"Cases Blvd./T. Asprer St. crossing at I3 (west to east)",EW_cross,69,68,0.986,301,,N/A,15.9,
2026-09-01T08:48:42.833Z,2026-09-01 16:48:42 PHT,I3_EW,"Cases Blvd./T. Asprer St. crossing at I3 (west to east)",EW_cross,69,68,0.986,301,,N/A,15.9,
2026-09-01T08:54:33.708Z,2026-09-01 16:54:33 PHT,I3_EW,"Cases Blvd./T. Asprer St. crossing at I3 (west to east)",EW_cross,69,68,0.986,301,,N/A,15.9,
2026-09-01T09:00:33.124Z,2026-09-01 17:00:33 PHT,I3_EW,"Cases Blvd./T. Asprer St. crossing at I3 (west to east)",EW_cross,69,68,0.986,301,,N/A,15.9,
2026-09-01T09:15:24.190Z,2026-09-01 17:15:24 PHT,I3_EW,"Cases Blvd./T. Asprer St. crossing at I3 (west to east)",EW_cross,69,68,0.986,301,,N/A,15.9,
2026-09-01T09:28:41.399Z,2026-09-01 17:28:41 PHT,I3_EW,"Cases Blvd./T. Asprer St. crossing at I3 (west to east)",EW_cross,69,68,0.986,301,,N/A,15.9,
