timestamp_utc,timestamp_ph,segment_id,label,axis,duration_typical_s,duration_traffic_s,tti,distance_m,expected_distance_m,distance_check,speed_kmh,low_traffic_data
2026-08-01T22:33:19.650Z,2026-08-02 06:33:19 PHT,I4_I3_NB,"I4->I3 northbound (Calvary to Cases/Asprer)",NS_highway,44,21,0.477,196,200,OK,33.6,
2026-08-01T22:47:37.364Z,2026-08-02 06:47:37 PHT,I4_I3_NB,"I4->I3 northbound (Calvary to Cases/Asprer)",NS_highway,44,27,0.614,196,200,OK,26.1,
2026-08-01T23:02:52.495Z,2026-08-02 07:02:52 PHT,I4_I3_NB,"I4->I3 northbound (Calvary to Cases/Asprer)",NS_highway,44,32,0.727,196,200,OK,22.1,
2026-08-01T23:17:03.110Z,2026-08-02 07:17:03 PHT,I4_I3_NB,"I4->I3 northbound (Calvary to Cases/Asprer)",NS_highway,44,31,0.705,196,200,OK,22.8,
2026-08-01T23:32:45.327Z,2026-08-02 07:32:45 PHT,I4_I3_NB,"I4->I3 northbound (Calvary to Cases/Asprer)",NS_highway,44,29,0.659,196,200,OK,24.3,
2026-08-01T23:46:54.092Z,2026-08-02 07:46:54 PHT,I4_I3_NB,"I4->I3 northbound (Calvary to Cases/Asprer)",NS_highway,44,31,0.705,196,200,OK,22.8,
2026-08-02T08:30:35.607Z,2026-08-02 16:30:35 PHT,I4_I3_NB,"I4->I3 northbound (Calvary to Cases/Asprer)",NS_highway,44,45,1.023,196,200,OK,15.7,
2026-08-02T08:45:21.232Z,2026-08-02 16:45:21 PHT,I4_I3_NB,"I4->I3 northbound (Calvary to Cases/Asprer)",NS_highway,44,58,1.318,196,200,OK,12.2,
2026-08-02T09:00:26.366Z,2026-08-02 17:00:26 PHT,I4_I3_NB,"I4->I3 northbound (Calvary to Cases/Asprer)",NS_highway,44,54,1.227,196,200,OK,13.1,
2026-08-02T09:15:31.239Z,2026-08-02 17:15:31 PHT,I4_I3_NB,"I4->I3 northbound (Calvary to Cases/Asprer)",NS_highway,44,45,1.023,196,200,OK,15.7,
