timestamp_utc,timestamp_ph,segment_id,label,axis,duration_typical_s,duration_traffic_s,tti,distance_m,expected_distance_m,distance_check,speed_kmh,low_traffic_data
2026-09-03T22:33:28.742Z,2026-09-04 06:33:28 PHT,I2_I3_SB,"I2->I3 southbound (Grotto/Tabora to Cases/Asprer)",NS_highway,29,20,0.690,134,136,OK,24.1,
2026-09-03T22:45:31.287Z,2026-09-04 06:45:31 PHT,I2_I3_SB,"I2->I3 southbound (Grotto/Tabora to Cases/Asprer)",NS_highway,29,29,1.000,134,136,OK,16.6,POSSIBLE
2026-09-03T23:00:44.988Z,2026-09-04 07:00:44 PHT,I2_I3_SB,"I2->I3 southbound (Grotto/Tabora to Cases/Asprer)",NS_highway,29,29,1.000,134,136,OK,16.6,POSSIBLE
2026-09-03T23:15:41.686Z,2026-09-04 07:15:41 PHT,I2_I3_SB,"I2->I3 southbound (Grotto/Tabora to Cases/Asprer)",NS_highway,29,54,1.862,134,136,OK,8.9,
2026-09-03T23:31:04.659Z,2026-09-04 07:31:04 PHT,I2_I3_SB,"I2->I3 southbound (Grotto/Tabora to Cases/Asprer)",NS_highway,29,44,1.517,134,136,OK,11.0,
2026-09-03T23:45:31.667Z,2026-09-04 07:45:31 PHT,I2_I3_SB,"I2->I3 southbound (Grotto/Tabora to Cases/Asprer)",NS_highway,29,30,1.034,134,136,OK,16.1,
2026-09-03T23:57:24.635Z,2026-09-04 07:57:24 PHT,I2_I3_SB,"I2->I3 southbound (Grotto/Tabora to Cases/Asprer)",NS_highway,29,27,0.931,134,136,OK,17.9,
2026-09-04T08:33:33.861Z,2026-09-04 16:33:33 PHT,I2_I3_SB,"I2->I3 southbound (Grotto/Tabora to Cases/Asprer)",NS_highway,29,34,1.172,134,136,OK,14.2,
2026-09-04T09:02:39.374Z,2026-09-04 17:02:39 PHT,I2_I3_SB,"I2->I3 southbound (Grotto/Tabora to Cases/Asprer)",NS_highway,29,43,1.483,134,136,OK,11.2,
2026-09-04T09:29:12.145Z,2026-09-04 17:29:12 PHT,I2_I3_SB,"I2->I3 southbound (Grotto/Tabora to Cases/Asprer)",NS_highway,29,54,1.862,134,136,OK,8.9,
2026-09-04T09:29:39.325Z,2026-09-04 17:29:39 PHT,I2_I3_SB,"I2->I3 southbound (Grotto/Tabora to Cases/Asprer)",NS_highway,29,69,2.379,134,136,OK,7.0,
